Time(t),Acceleration(a),Velocity(v),Height(x)
140,40,0,035,3,474,0,624
140,60,-0,312,3,412,1,313
140,80,-0,656,3,280,1,982
141,00,-0,991,3,082,2,618
141,20,-1,309,2,820,3,208
141,40,-1,604,2,499,3,740
141,60,-1,870,2,125,4,203
141,80,-2,101,1,705,4,586
142,00,-2,293,1,246,4,881
142,20,-2,441,0,758,5,082
142,40,-2,541,0,250,5,182
142,60,-2,591,-0,268,5,181
142,80,-2,590,-0,786,5,075
143,00,-2,538,-1,294,4,867
143,20,-2,434,-1,780,4,560
143,40,-2,280,-2,236,4,158
143,60,-2,079,-2,652,3,669
143,80,-1,835,-3,019,3,102
144,00,-1,551,-3,329,2,467
144,20,-1,234,-3,576,1,777
144,40,-0,888,-3,754,1,044
144,60,-0,522,-3,858,0,283
144,80,-0,141,-3,886,-0,492
145,00,0,246,-3,837,-1,264
145,20,0,632,-3,711,-2,019
145,40,1,009,-3,509,-2,741
145,60,1,370,-3,235,-3,415
145,80,1,708,-2,893,-4,028
146,00,2,014,-2,490,-4,566
146,20,2,283,-2,034,-5,019
146,40,2,509,-1,532,-5,376
146,60,2,688,-0,994,-5,628
146,80,2,814,-0,432,-5,771
147,00,2,885,0,145,-5,799
147,20,2,900,0,725,-5,712
147,40,2,856,1,297,-5,510
147,60,2,755,1,848,-5,196
147,80,2,598,2,367,-4,774
148,00,2,387,2,845,-4,253
148,20,2,126,3,270,-3,642
148,40,1,821,3,634,-2,951
148,60,1,476,3,929,-2,195
148,80,1,097,4,149,-1,387
149,00,0,693,4,287,-0,543
149,20,0,272,4,342,0,320
149,40,-0,160,4,310,1,185
149,60,-0,592,4,191,2,035
149,80,-1,017,3,988,2,853
150,00,-1,426,3,703,3,622
150,20,-1,811,3,340,4,326
150,40,-2,163,2,908,4,951
150,60,-2,475,2,413,5,483
150,80,-2,741,1,864,5,911
151,00,-2,955,1,273,6,224
151,20,-3,112,0,651,6,417
151,40,-3,208,0,009,6,483
151,60,-3,241,-0,639,6,420
151,80,-3,210,-1,281,6,228
152,00,-3,114,-1,904,5,909
152,20,-2,955,-2,495,5,469
152,40,-2,735,-3,042,4,916
152,60,-2,458,-3,533,4,258
152,80,-2,129,-3,959,3,509
153,00,-1,755,-4,310,2,682
153,20,-1,341,-4,578,1,793
153,40,-0,897,-4,758,0,860
153,60,-0,430,-4,844,-0,100
153,80,0,050,-4,833,-1,068
154,00,0,534,-4,727,-2,024
154,20,1,012,-4,524,-2,949
